title,summary,published,authors,pdf_url,category
Exploring Domain Robust Lightweight Reward Models based on Router Mechanism,"Recent advancements in large language models have heavily relied on the large
reward model from reinforcement learning from human feedback for fine-tuning.
However, the use of a single reward model across various domains may not always
be optimal, often requiring retraining from scratch when new domain data is
introduced. To address these challenges, we explore the utilization of small
language models operating in a domain-specific manner based on router
mechanisms. Our three approaches are: 1) utilize mixture of experts to form a
single reward model by modularizing an internal router and experts, 2)
employing external router to select the appropriate reward model from multiple
domain-specific models, and 3) the framework reduces parameter size by loading
reward models and router adapters onto a single small language model using
adapters. Experimental validation underscores the effectiveness of our
approach, demonstrating performance comparable to baseline methods while also
reducing the total parameter size.",2024-07-24,"Hyuk Namgoong, Jeesu Jung, Sangkeun Jung, Yoonhyung Roh",http://arxiv.org/pdf/2407.17546v1,cs.LG
Fractional signature: a generalisation of the signature inspired by fractional calculus,"In this paper, we propose a novel generalisation of the signature of a path,
motivated by fractional calculus, which is able to describe the solutions of
linear Caputo controlled FDEs. We also propose another generalisation of the
signature, inspired by the previous one, but more convenient to use in machine
learning. Finally, we test this last signature in a toy application to the
problem of handwritten digit recognition, where significant improvements in
accuracy rates are observed compared to those of the original signature.",2024-07-24,"José Manuel Corcuera, Rubén Jiménez",http://arxiv.org/pdf/2407.17446v1,cs.LG
HumanVid: Demystifying Training Data for Camera-controllable Human Image Animation,"Human image animation involves generating videos from a character photo,
allowing user control and unlocking the potential for video and movie
production. While recent approaches yield impressive results using high-quality
training data, the inaccessibility of these datasets hampers fair and
transparent benchmarking. Moreover, these approaches prioritize 2D human motion
and overlook the significance of camera motions in videos, leading to limited
control and unstable video generation. To demystify the training data, we
present HumanVid, the first large-scale high-quality dataset tailored for human
image animation, which combines crafted real-world and synthetic data. For the
real-world data, we compile a vast collection of real-world videos from the
internet. We developed and applied careful filtering rules to ensure video
quality, resulting in a curated collection of 20K high-resolution (1080P)
human-centric videos. Human and camera motion annotation is accomplished using
a 2D pose estimator and a SLAM-based method. To expand our synthetic dataset,
we collected 10K 3D avatar assets and leveraged existing assets of body shapes,
skin textures and clothings. Notably, we introduce a rule-based camera
trajectory generation method, enabling the synthetic pipeline to incorporate
diverse and precise camera motion annotation, which can rarely be found in
real-world data. To verify the effectiveness of HumanVid, we establish a
baseline model named CamAnimate, short for Camera-controllable Human Animation,
that considers both human and camera motions as conditions. Through extensive
experimentation, we demonstrate that such simple baseline training on our
HumanVid achieves state-of-the-art performance in controlling both human pose
and camera motions, setting a new benchmark. Demo, data and code could be found
in the project website: https://humanvid.github.io/.",2024-07-24,"Zhenzhi Wang, Yixuan Li, Yanhong Zeng, Youqing Fang, Yuwei Guo, Wenran Liu, Jing Tan, Kai Chen, Tianfan Xue, Bo Dai, Dahua Lin",http://arxiv.org/pdf/2407.17438v3,cs.LG
Nerva: a Truly Sparse Implementation of Neural Networks,"We introduce Nerva, a fast neural network library under development in C++.
It supports sparsity by using the sparse matrix operations of Intel's Math
Kernel Library (MKL), which eliminates the need for binary masks. We show that
Nerva significantly decreases training time and memory usage while reaching
equivalent accuracy to PyTorch. We run static sparse experiments with an MLP on
CIFAR-10. On high sparsity levels like $99\%$, the runtime is reduced by a
factor of $4\times$ compared to a PyTorch model using masks. Similar to other
popular frameworks such as PyTorch and Keras, Nerva offers a Python interface
for users to work with.",2024-07-24,"Wieger Wesselink, Bram Grooten, Qiao Xiao, Cassio de Campos, Mykola Pechenizkiy",http://arxiv.org/pdf/2407.17437v1,cs.LG
Can Watermarking Large Language Models Prevent Copyrighted Text Generation and Hide Training Data?,"Large Language Models (LLMs) have demonstrated impressive capabilities in
generating diverse and contextually rich text. However, concerns regarding
copyright infringement arise as LLMs may inadvertently produce copyrighted
material. In this paper, we first investigate the effectiveness of watermarking
LLMs as a deterrent against the generation of copyrighted texts. Through
theoretical analysis and empirical evaluation, we demonstrate that
incorporating watermarks into LLMs significantly reduces the likelihood of
generating copyrighted content, thereby addressing a critical concern in the
deployment of LLMs. However, we also find that watermarking can have unintended
consequences on Membership Inference Attacks (MIAs), which aim to discern
whether a sample was part of the pretraining dataset and may be used to detect
copyright violations. Surprisingly, we find that watermarking adversely affects
the success rate of MIAs, complicating the task of detecting copyrighted text
in the pretraining dataset. These results reveal the complex interplay between
different regulatory measures, which may impact each other in unforeseen ways.
Finally, we propose an adaptive technique to improve the success rate of a
recent MIA under watermarking. Our findings underscore the importance of
developing adaptive methods to study critical problems in LLMs with potential
legal implications.",2024-07-24,"Michael-Andrei Panaitescu-Liess, Zora Che, Bang An, Yuancheng Xu, Pankayaraj Pathmanathan, Souradip Chakraborty, Sicheng Zhu, Tom Goldstein, Furong Huang",http://arxiv.org/pdf/2407.17417v2,cs.LG
Systematic Relational Reasoning With Epistemic Graph Neural Networks,"Developing models that can learn to reason is a notoriously challenging
problem. We focus on reasoning in relational domains, where the use of Graph
Neural Networks (GNNs) seems like a natural choice. However, previous work has
shown that regular GNNs lack the ability to systematically generalize from
training examples on test graphs requiring longer inference chains, which
fundamentally limits their reasoning abilities. A common solution relies on
neuro-symbolic methods that systematically reason by learning rules, but their
scalability is often limited and they tend to make unrealistically strong
assumptions, e.g.\ that the answer can always be inferred from a single
relational path. We propose the Epistemic GNN (EpiGNN), a novel
parameter-efficient and scalable GNN architecture with an epistemic inductive
bias for systematic reasoning. Node embeddings in EpiGNNs are treated as
epistemic states, and message passing is implemented accordingly. We show that
EpiGNNs achieve state-of-the-art results on link prediction tasks that require
systematic reasoning. Furthermore, for inductive knowledge graph completion,
EpiGNNs rival the performance of state-of-the-art specialized approaches.
Finally, we introduce two new benchmarks that go beyond standard relational
reasoning by requiring the aggregation of information from multiple paths.
Here, existing neuro-symbolic approaches fail, yet EpiGNNs learn to reason
accurately. Code and datasets are available at
https://github.com/erg0dic/gnn-sg.",2024-07-24,"Irtaza Khalid, Steven Schockaert",http://arxiv.org/pdf/2407.17396v2,cs.LG
Which distribution were you sampled from? Towards a more tangible conception of data,"Machine Learning research, as most of Statistics, heavily relies on the
concept of a data-generating probability distribution. The standard presumption
is that since data points are `sampled from' such a distribution, one can learn
from observed data about this distribution and, thus, predict future data
points which, it is presumed, are also drawn from it. Drawing on scholarship
across disciplines, we here argue that this framework is not always a good
model. Not only do such true probability distributions not exist; the framework
can also be misleading and obscure both the choices made and the goals pursued
in machine learning practice. We suggest an alternative framework that focuses
on finite populations rather than abstract distributions; while classical
learning theory can be left almost unchanged, it opens new opportunities,
especially to model sampling. We compile these considerations into five reasons
for modelling machine learning -- in some settings -- with finite populations
rather than generative distributions, both to be more faithful to practice and
to provide novel theoretical insights.",2024-07-24,"Benedikt Höltgen, Robert C. Williamson",http://arxiv.org/pdf/2407.17395v3,cs.LG
Causal modelling without introducing counterfactuals or abstract distributions,"The most common approach to causal modelling is the potential outcomes
framework due to Neyman and Rubin. In this framework, outcomes of
counterfactual treatments are assumed to be well-defined. This metaphysical
assumption is often thought to be problematic yet indispensable. The
conventional approach relies not only on counterfactuals but also on abstract
notions of distributions and assumptions of independence that are not directly
testable. In this paper, we construe causal inference as treatment-wise
predictions for finite populations where all assumptions are testable; this
means that one can not only test predictions themselves (without any
fundamental problem) but also investigate sources of error when they fail. The
new framework highlights the model-dependence of causal claims as well as the
difference between statistical and scientific inference.",2024-07-24,"Benedikt Höltgen, Robert C. Williamson",http://arxiv.org/pdf/2407.17385v2,cs.LG
A Comprehensive Approach to Misspelling Correction with BERT and Levenshtein Distance,"Writing, as an omnipresent form of human communication, permeates nearly
every aspect of contemporary life. Consequently, inaccuracies or errors in
written communication can lead to profound consequences, ranging from financial
losses to potentially life-threatening situations. Spelling mistakes, among the
most prevalent writing errors, are frequently encountered due to various
factors. This research aims to identify and rectify diverse spelling errors in
text using neural networks, specifically leveraging the Bidirectional Encoder
Representations from Transformers (BERT) masked language model. To achieve this
goal, we compiled a comprehensive dataset encompassing both non-real-word and
real-word errors after categorizing different types of spelling mistakes.
Subsequently, multiple pre-trained BERT models were employed. To ensure optimal
performance in correcting misspelling errors, we propose a combined approach
utilizing the BERT masked language model and Levenshtein distance. The results
from our evaluation data demonstrate that the system presented herein exhibits
remarkable capabilities in identifying and rectifying spelling mistakes, often
surpassing existing systems tailored for the Persian language.",2024-07-24,"Amirreza Naziri, Hossein Zeinali",http://arxiv.org/pdf/2407.17383v1,cs.LG
Entropy Reweighted Conformal Classification,"Conformal Prediction (CP) is a powerful framework for constructing prediction
sets with guaranteed coverage. However, recent studies have shown that
integrating confidence calibration with CP can lead to a degradation in
efficiency. In this paper, We propose an adaptive approach that considers the
classifier's uncertainty and employs entropy-based reweighting to enhance the
efficiency of prediction sets for conformal classification. Our experimental
results demonstrate that this method significantly improves efficiency.",2024-07-24,"Rui Luo, Nicolo Colombo",http://arxiv.org/pdf/2407.17377v1,cs.LG
Building a Domain-specific Guardrail Model in Production,"Generative AI holds the promise of enabling a range of sought-after
capabilities and revolutionizing workflows in various consumer and enterprise
verticals. However, putting a model in production involves much more than just
generating an output. It involves ensuring the model is reliable, safe,
performant and also adheres to the policy of operation in a particular domain.
Guardrails as a necessity for models has evolved around the need to enforce
appropriate behavior of models, especially when they are in production. In this
paper, we use education as a use case, given its stringent requirements of the
appropriateness of content in the domain, to demonstrate how a guardrail model
can be trained and deployed in production. Specifically, we describe our
experience in building a production-grade guardrail model for a K-12
educational platform. We begin by formulating the requirements for deployment
to this sensitive domain. We then describe the training and benchmarking of our
domain-specific guardrail model, which outperforms competing open- and closed-
instruction-tuned models of similar and larger size, on proprietary
education-related benchmarks and public benchmarks related to general aspects
of safety. Finally, we detail the choices we made on architecture and the
optimizations for deploying this service in production; these range across the
stack from the hardware infrastructure to the serving layer to language model
inference optimizations. We hope this paper will be instructive to other
practitioners looking to create production-grade domain-specific services based
on generative AI and large language models.",2024-07-24,"Mohammad Niknazar, Paul V Haley, Latha Ramanan, Sang T. Truong, Yedendra Shrinivasan, Ayan Kumar Bhowmick, Prasenjit Dey, Ashish Jagmohan, Hema Maheshwari, Shom Ponoth, Robert Smith, Aditya Vempaty, Nick Haber, Sanmi Koyejo, Sharad Sundararajan",http://arxiv.org/pdf/2408.01452v1,cs.LG
Quantile Learn-Then-Test: Quantile-Based Risk Control for Hyperparameter Optimization,"The increasing adoption of Artificial Intelligence (AI) in engineering
problems calls for the development of calibration methods capable of offering
robust statistical reliability guarantees. The calibration of black box AI
models is carried out via the optimization of hyperparameters dictating
architecture, optimization, and/or inference configuration. Prior work has
introduced learn-then-test (LTT), a calibration procedure for hyperparameter
optimization (HPO) that provides statistical guarantees on average performance
measures. Recognizing the importance of controlling risk-aware objectives in
engineering contexts, this work introduces a variant of LTT that is designed to
provide statistical guarantees on quantiles of a risk measure. We illustrate
the practical advantages of this approach by applying the proposed algorithm to
a radio access scheduling problem.",2024-07-24,"Amirmohammad Farzaneh, Sangwoo Park, Osvaldo Simeone",http://arxiv.org/pdf/2407.17358v1,cs.LG
Gradient-based inference of abstract task representations for generalization in neural networks,"Humans and many animals show remarkably adaptive behavior and can respond
differently to the same input depending on their internal goals. The brain not
only represents the intermediate abstractions needed to perform a computation
but also actively maintains a representation of the computation itself (task
abstraction). Such separation of the computation and its abstraction is
associated with faster learning, flexible decision-making, and broad
generalization capacity. We investigate if such benefits might extend to neural
networks trained with task abstractions. For such benefits to emerge, one needs
a task inference mechanism that possesses two crucial abilities: First, the
ability to infer abstract task representations when no longer explicitly
provided (task inference), and second, manipulate task representations to adapt
to novel problems (task recomposition). To tackle this, we cast task inference
as an optimization problem from a variational inference perspective and ground
our approach in an expectation-maximization framework. We show that gradients
backpropagated through a neural network to a task representation layer are an
efficient heuristic to infer current task demands, a process we refer to as
gradient-based inference (GBI). Further iterative optimization of the task
representation layer allows for recomposing abstractions to adapt to novel
situations. Using a toy example, a novel image classifier, and a language
model, we demonstrate that GBI provides higher learning efficiency and
generalization to novel tasks and limits forgetting. Moreover, we show that GBI
has unique advantages such as preserving information for uncertainty estimation
and detecting out-of-distribution samples.",2024-07-24,"Ali Hummos, Felipe del Río, Brabeeba Mien Wang, Julio Hurtado, Cristian B. Calderon, Guangyu Robert Yang",http://arxiv.org/pdf/2407.17356v1,cs.LG
Scalify: scale propagation for efficient low-precision LLM training,"Low-precision formats such as float8 have been introduced in machine learning
accelerated hardware to improve computational efficiency for large language
models training and inference. Nevertheless, adoption by the ML community has
been slowed down by the complex, and sometimes brittle, techniques required to
match higher precision training accuracy. In this work, we present Scalify, a
end-to-end scale propagation paradigm for computational graphs, generalizing
and formalizing existing tensor scaling methods. Experiment results show that
Scalify supports out-of-the-box float8 matrix multiplication and gradients
representation, as well as float16 optimizer state storage. Our JAX
implementation of Scalify is open-sourced at
https://github.com/graphcore-research/jax-scalify",2024-07-24,"Paul Balança, Sam Hosegood, Carlo Luschi, Andrew Fitzgibbon",http://arxiv.org/pdf/2407.17353v1,cs.LG
Dataset Distribution Impacts Model Fairness: Single vs. Multi-Task Learning,"The influence of bias in datasets on the fairness of model predictions is a
topic of ongoing research in various fields. We evaluate the performance of
skin lesion classification using ResNet-based CNNs, focusing on patient sex
variations in training data and three different learning strategies. We present
a linear programming method for generating datasets with varying patient sex
and class labels, taking into account the correlations between these variables.
We evaluated the model performance using three different learning strategies: a
single-task model, a reinforcing multi-task model, and an adversarial learning
scheme. Our observations include: 1) sex-specific training data yields better
results, 2) single-task models exhibit sex bias, 3) the reinforcement approach
does not remove sex bias, 4) the adversarial model eliminates sex bias in cases
involving only female patients, and 5) datasets that include male patients
enhance model performance for the male subgroup, even when female patients are
the majority. To generalise these findings, in future research, we will examine
more demographic attributes, like age, and other possibly confounding factors,
such as skin colour and artefacts in the skin lesions. We make all data and
models available on GitHub.",2024-07-24,"Ralf Raumanns, Gerard Schouten, Josien P. W. Pluim, Veronika Cheplygina",http://arxiv.org/pdf/2407.17543v2,cs.LG
Mathematical Programming Algorithms for Convex Hull Approximation with a Hyperplane Budget,"We consider the following problem in computational geometry: given, in the
d-dimensional real space, a set of points marked as positive and a set of
points marked as negative, such that the convex hull of the positive set does
not intersect the negative set, find K hyperplanes that separate, if possible,
all the positive points from the negative ones. That is, we search for a convex
polyhedron with at most K faces, containing all the positive points and no
negative point. The problem is known in the literature for pure convex
polyhedral approximation; our interest stems from its possible applications in
constraint learning, where points are feasible or infeasible solutions of a
Mixed Integer Program, and the K hyperplanes are linear constraints to be
found. We cast the problem as an optimization one, minimizing the number of
negative points inside the convex polyhedron, whenever exact separation cannot
be achieved. We introduce models inspired by support vector machines and we
design two mathematical programming formulations with binary variables. We
exploit Dantzig-Wolfe decomposition to obtain extended formulations, and we
devise column generation algorithms with ad-hoc pricing routines. We compare
computing time and separation error values obtained by all our approaches on
synthetic datasets, with number of points from hundreds up to a few thousands,
showing our approaches to perform better than existing ones from the
literature. Furthermore, we observe that key computational differences arise,
depending on whether the budget K is sufficient to completely separate the
positive points from the negative ones or not. On 8-dimensional instances (and
over), existing convex hull algorithms become computational inapplicable, while
our algorithms allow to identify good convex hull approximations in minutes of
computation.",2024-07-24,"Michele Barbato, Alberto Ceselli, Rosario Messana",http://arxiv.org/pdf/2407.17341v2,cs.LG
Global Confidence Degree Based Graph Neural Network for Financial Fraud Detection,"Graph Neural Networks (GNNs) are widely used in financial fraud detection due
to their excellent ability on handling graph-structured financial data and
modeling multilayer connections by aggregating information of neighbors.
However, these GNN-based methods focus on extracting neighbor-level information
but neglect a global perspective. This paper presents the concept and
calculation formula of Global Confidence Degree (GCD) and thus designs
GCD-based GNN (GCD-GNN) that can address the challenges of camouflage in
fraudulent activities and thus can capture more global information. To obtain a
precise GCD for each node, we use a multilayer perceptron to transform features
and then the new features and the corresponding prototype are used to eliminate
unnecessary information. The GCD of a node evaluates the typicality of the node
and thus we can leverage GCD to generate attention values for message
aggregation. This process is carried out through both the original GCD and its
inverse, allowing us to capture both the typical neighbors with high GCD and
the atypical ones with low GCD. Extensive experiments on two public datasets
demonstrate that GCD-GNN outperforms state-of-the-art baselines, highlighting
the effectiveness of GCD. We also design a lightweight GCD-GNN
(GCD-GNN$_{light}$) that also outperforms the baselines but is slightly weaker
than GCD-GNN on fraud detection performance. However, GCD-GNN$_{light}$
obviously outperforms GCD-GNN on convergence and inference speed.",2024-07-24,"Jiaxun Liu, Yue Tian, Guanjun Liu",http://arxiv.org/pdf/2407.17333v2,cs.LG
Low dimensional representation of multi-patient flow cytometry datasets using optimal transport for minimal residual disease detection in leukemia,"Representing and quantifying Minimal Residual Disease (MRD) in Acute Myeloid
Leukemia (AML), a type of cancer that affects the blood and bone marrow, is
essential in the prognosis and follow-up of AML patients. As traditional
cytological analysis cannot detect leukemia cells below 5\%, the analysis of
flow cytometry dataset is expected to provide more reliable results. In this
paper, we explore statistical learning methods based on optimal transport (OT)
to achieve a relevant low-dimensional representation of multi-patient flow
cytometry measurements (FCM) datasets considered as high-dimensional
probability distributions. Using the framework of OT, we justify the use of the
K-means algorithm for dimensionality reduction of multiple large-scale point
clouds through mean measure quantization by merging all the data into a single
point cloud. After this quantization step, the visualization of the intra and
inter-patients FCM variability is carried out by embedding low-dimensional
quantized probability measures into a linear space using either Wasserstein
Principal Component Analysis (PCA) through linearized OT or log-ratio PCA of
compositional data. Using a publicly available FCM dataset and a FCM dataset
from Bordeaux University Hospital, we demonstrate the benefits of our approach
over the popular kernel mean embedding technique for statistical learning from
multiple high-dimensional probability distributions. We also highlight the
usefulness of our methodology for low-dimensional projection and clustering
patient measurements according to their level of MRD in AML from FCM. In
particular, our OT-based approach allows a relevant and informative
two-dimensional representation of the results of the FlowSom algorithm, a
state-of-the-art method for the detection of MRD in AML using multi-patient
FCM.",2024-07-24,"Erell Gachon, Jérémie Bigot, Elsa Cazelles, Audrey Bidet, Jean-Philippe Vial, Pierre-Yves Dumas, Aguirre Mimoun",http://arxiv.org/pdf/2407.17329v3,cs.LG
COEFF-KANs: A Paradigm to Address the Electrolyte Field with KANs,"To reduce the experimental validation workload for chemical researchers and
accelerate the design and optimization of high-energy-density lithium metal
batteries, we aim to leverage models to automatically predict Coulombic
Efficiency (CE) based on the composition of liquid electrolytes. There are
mainly two representative paradigms in existing methods: machine learning and
deep learning. However, the former requires intelligent input feature selection
and reliable computational methods, leading to error propagation from feature
estimation to model prediction, while the latter (e.g. MultiModal-MoLFormer)
faces challenges of poor predictive performance and overfitting due to limited
diversity in augmented data. To tackle these issues, we propose a novel method
COEFF (COlumbic EFficiency prediction via Fine-tuned models), which consists of
two stages: pre-training a chemical general model and fine-tuning on downstream
domain data. Firstly, we adopt the publicly available MoLFormer model to obtain
feature vectors for each solvent and salt in the electrolyte. Then, we perform
a weighted average of embeddings for each token across all molecules, with
weights determined by the respective electrolyte component ratios. Finally, we
input the obtained electrolyte features into a Multi-layer Perceptron or
Kolmogorov-Arnold Network to predict CE. Experimental results on a real-world
dataset demonstrate that our method achieves SOTA for predicting CE compared to
all baselines. Data and code used in this work will be made publicly available
after the paper is published.",2024-07-24,"Xinhe Li, Zhuoying Feng, Yezeng Chen, Weichen Dai, Zixu He, Yi Zhou, Shuhong Jiao",http://arxiv.org/pdf/2407.20265v1,cs.LG
MoveLight: Enhancing Traffic Signal Control through Movement-Centric Deep Reinforcement Learning,"This paper introduces MoveLight, a novel traffic signal control system that
enhances urban traffic management through movement-centric deep reinforcement
learning. By leveraging detailed real-time data and advanced machine learning
techniques, MoveLight overcomes the limitations of traditional traffic signal
control methods. It employs a lane-level control approach using the FRAP
algorithm to achieve dynamic and adaptive traffic signal control, optimizing
traffic flow, reducing congestion, and improving overall efficiency. Our
research demonstrates the scalability and effectiveness of MoveLight across
single intersections, arterial roads, and network levels. Experimental results
using real-world datasets from Cologne and Hangzhou show significant
improvements in metrics such as queue length, delay, and throughput compared to
existing methods. This study highlights the transformative potential of deep
reinforcement learning in intelligent traffic signal control, setting a new
standard for sustainable and efficient urban transportation systems.",2024-07-24,"Junqi Shao, Chenhao Zheng, Yuxuan Chen, Yucheng Huang, Rui Zhang",http://arxiv.org/pdf/2407.17303v1,cs.LG
Enhanced SMC$^2$: Leveraging Gradient Information from Differentiable Particle Filters Within Langevin Proposals,"Sequential Monte Carlo Squared (SMC$^2$) is a Bayesian method which can infer
the states and parameters of non-linear, non-Gaussian state-space models. The
standard random-walk proposal in SMC$^2$ faces challenges, particularly with
high-dimensional parameter spaces. This study outlines a novel approach by
harnessing first-order gradients derived from a Common Random Numbers -
Particle Filter (CRN-PF) using PyTorch. The resulting gradients can be
leveraged within a Langevin proposal without accept/reject. Including Langevin
dynamics within the proposal can result in a higher effective sample size and
more accurate parameter estimates when compared with the random-walk. The
resulting algorithm is parallelized on distributed memory using Message Passing
Interface (MPI) and runs in $\mathcal{O}(\log_2N)$ time complexity. Utilizing
64 computational cores we obtain a 51x speed-up when compared to a single core.
A GitHub link is given which provides access to the code.",2024-07-24,"Conor Rosato, Joshua Murphy, Alessandro Varsi, Paul Horridge, Simon Maskell",http://arxiv.org/pdf/2407.17296v1,cs.LG
A Novel Two-Step Fine-Tuning Pipeline for Cold-Start Active Learning in Text Classification Tasks,"This is the first work to investigate the effectiveness of BERT-based
contextual embeddings in active learning (AL) tasks on cold-start scenarios,
where traditional fine-tuning is infeasible due to the absence of labeled data.
Our primary contribution is the proposal of a more robust fine-tuning pipeline
- DoTCAL - that diminishes the reliance on labeled data in AL using two steps:
(1) fully leveraging unlabeled data through domain adaptation of the embeddings
via masked language modeling and (2) further adjusting model weights using
labeled data selected by AL. Our evaluation contrasts BERT-based embeddings
with other prevalent text representation paradigms, including Bag of Words
(BoW), Latent Semantic Indexing (LSI), and FastText, at two critical stages of
the AL process: instance selection and classification. Experiments conducted on
eight ATC benchmarks with varying AL budgets (number of labeled instances) and
number of instances (about 5,000 to 300,000) demonstrate DoTCAL's superior
effectiveness, achieving up to a 33% improvement in Macro-F1 while reducing
labeling efforts by half compared to the traditional one-step method. We also
found that in several tasks, BoW and LSI (due to information aggregation)
produce results superior (up to 59% ) to BERT, especially in low-budget
scenarios and hard-to-classify tasks, which is quite surprising.",2024-07-24,"Fabiano Belém, Washington Cunha, Celso França, Claudio Andrade, Leonardo Rocha, Marcos André Gonçalves",http://arxiv.org/pdf/2407.17284v1,cs.LG
Enhanced Feature Learning via Regularisation: Integrating Neural Networks and Kernel Methods,"We propose a new method for feature learning and function estimation in
supervised learning via regularised empirical risk minimisation. Our approach
considers functions as expectations of Sobolev functions over all possible
one-dimensional projections of the data. This framework is similar to kernel
ridge regression, where the kernel is $\mathbb{E}_w ( k^{(B)}(w^\top x,w^\top
x^\prime))$, with $k^{(B)}(a,b) := \min(|a|, |b|)\mathds{1}_{ab>0}$ the
Brownian kernel, and the distribution of the projections $w$ is learnt. This
can also be viewed as an infinite-width one-hidden layer neural network,
optimising the first layer's weights through gradient descent and explicitly
adjusting the non-linearity and weights of the second layer. We introduce a
gradient-based computational method for the estimator, called Brownian Kernel
Neural Network (BKerNN), using particles to approximate the expectation, where
the positive homogeneity of the Brownian kernel \red{leads to improved
robustness to local minima}. Using Rademacher complexity, we show that BKerNN's
expected risk converges to the minimal risk with explicit high-probability
rates of $O( \min((d/n)^{1/2}, n^{-1/6}))$ (up to logarithmic factors).
Numerical experiments confirm our optimisation intuitions, and BKerNN
outperforms kernel ridge regression, and favourably compares to a one-hidden
layer neural network with ReLU activations in various settings and real data
sets.",2024-07-24,"Bertille Follain, Francis Bach",http://arxiv.org/pdf/2407.17280v2,cs.LG
Channel-Aware Low-Rank Adaptation in Time Series Forecasting,"The balance between model capacity and generalization has been a key focus of
recent discussions in long-term time series forecasting. Two representative
channel strategies are closely associated with model expressivity and
robustness, including channel independence (CI) and channel dependence (CD).
The former adopts individual channel treatment and has been shown to be more
robust to distribution shifts, but lacks sufficient capacity to model
meaningful channel interactions. The latter is more expressive for representing
complex cross-channel dependencies, but is prone to overfitting. To balance the
two strategies, we present a channel-aware low-rank adaptation method to
condition CD models on identity-aware individual components. As a plug-in
solution, it is adaptable for a wide range of backbone architectures. Extensive
experiments show that it can consistently and significantly improve the
performance of both CI and CD models with demonstrated efficiency and
flexibility. The code is available at https://github.com/tongnie/C-LoRA.",2024-07-24,"Tong Nie, Yuewen Mei, Guoyang Qin, Jian Sun, Wei Ma",http://arxiv.org/pdf/2407.17246v1,cs.LG
Pretrained Visual Representations in Reinforcement Learning,"Visual reinforcement learning (RL) has made significant progress in recent
years, but the choice of visual feature extractor remains a crucial design
decision. This paper compares the performance of RL algorithms that train a
convolutional neural network (CNN) from scratch with those that utilize
pre-trained visual representations (PVRs). We evaluate the Dormant Ratio
Minimization (DRM) algorithm, a state-of-the-art visual RL method, against
three PVRs: ResNet18, DINOv2, and Visual Cortex (VC). We use the Metaworld
Push-v2 and Drawer-Open-v2 tasks for our comparison. Our results show that the
choice of training from scratch compared to using PVRs for maximising
performance is task-dependent, but PVRs offer advantages in terms of reduced
replay buffer size and faster training times. We also identify a strong
correlation between the dormant ratio and model performance, highlighting the
importance of exploration in visual RL. Our study provides insights into the
trade-offs between training from scratch and using PVRs, informing the design
of future visual RL algorithms.",2024-07-24,"Emlyn Williams, Athanasios Polydoros",http://arxiv.org/pdf/2407.17238v1,cs.LG
Statistical Batch-Based Bearing Fault Detection,"In the domain of rotating machinery, bearings are vulnerable to different
mechanical faults, including ball, inner, and outer race faults. Various
techniques can be used in condition-based monitoring, from classical signal
analysis to deep learning methods. Based on the complex working conditions of
rotary machines, multivariate statistical process control charts such as
Hotelling's $T^2$ and Squared Prediction Error are useful for providing early
warnings. However, these methods are rarely applied to condition monitoring of
rotating machinery due to the univariate nature of the datasets. In the present
paper, we propose a multivariate statistical process control-based fault
detection method that utilizes multivariate data composed of Fourier transform
features extracted for fixed-time batches. Our approach makes use of the
multidimensional nature of Fourier transform characteristics, which record more
detailed information about the machine's status, in an effort to enhance early
defect detection and diagnosis. Experiments with varying vibration measurement
locations (Fan End, Drive End), fault types (ball, inner, and outer race
faults), and motor loads (0-3 horsepower) are used to validate the suggested
approach. The outcomes illustrate our method's effectiveness in fault detection
and point to possible broader uses in industrial maintenance.",2024-07-24,"Victoria Jorry, Zina-Sabrina Duma, Tuomas Sihvonen, Satu-Pia Reinikainen, Lassi Roininen",http://arxiv.org/pdf/2407.17236v2,cs.LG
A Hybrid Federated Kernel Regularized Least Squares Algorithm,"Federated learning is becoming an increasingly viable and accepted strategy
for building machine learning models in critical privacy-preserving scenarios
such as clinical settings. Often, the data involved is not limited to clinical
data but also includes additional omics features (e.g. proteomics).
Consequently, data is distributed not only across hospitals but also across
omics centers, which are labs capable of generating such additional features
from biosamples. This scenario leads to a hybrid setting where data is
scattered both in terms of samples and features. In this hybrid setting, we
present an efficient reformulation of the Kernel Regularized Least Squares
algorithm, introduce two variants and validate them using well-established
datasets. Lastly, we discuss security measures to defend against possible
attacks.",2024-07-24,"Celeste Damiani, Yulia Rodina, Sergio Decherchi",http://arxiv.org/pdf/2407.17228v1,cs.LG
