docid,source,sourcetype,target,targettype,type
156,From Documents To Dialogue: Building Kg-Rag Enhanced Ai Assistants,Paper,Retrieval-Augmented Generation (Rag) Framework,Topic,COVERS
156,From Documents To Dialogue: Building Kg-Rag Enhanced Ai Assistants,Paper,Knowledge Graph (Kg),Topic,COVERS
156,From Documents To Dialogue: Building Kg-Rag Enhanced Ai Assistants,Paper,Manisha Mukherjee,Author,AUTHORED
156,From Documents To Dialogue: Building Kg-Rag Enhanced Ai Assistants,Paper,Sungchul Kim,Author,AUTHORED
156,From Documents To Dialogue: Building Kg-Rag Enhanced Ai Assistants,Paper,Xiang Chen,Author,AUTHORED
156,From Documents To Dialogue: Building Kg-Rag Enhanced Ai Assistants,Paper,Dan Luo,Author,AUTHORED
156,From Documents To Dialogue: Building Kg-Rag Enhanced Ai Assistants,Paper,Tong Yu,Author,AUTHORED
156,From Documents To Dialogue: Building Kg-Rag Enhanced Ai Assistants,Paper,Tung Mai,Author,AUTHORED
156,From Documents To Dialogue: Building Kg-Rag Enhanced Ai Assistants,Paper,"High-Quality, Low-Noise Kg",Topic,COVERS
156,From Documents To Dialogue: Building Kg-Rag Enhanced Ai Assistants,Paper,Incremental Entity Resolution,Topic,COVERS
156,From Documents To Dialogue: Building Kg-Rag Enhanced Ai Assistants,Paper,Similarity-Based Filtering,Topic,COVERS
156,From Documents To Dialogue: Building Kg-Rag Enhanced Ai Assistants,Paper,Confidence Scores,Topic,COVERS
156,From Documents To Dialogue: Building Kg-Rag Enhanced Ai Assistants,Paper,Source Documents,Topic,COVERS
156,From Documents To Dialogue: Building Kg-Rag Enhanced Ai Assistants,Paper,Response Relevance,Topic,COVERS
156,From Documents To Dialogue: Building Kg-Rag Enhanced Ai Assistants,Paper,Existing Production System,Topic,COVERS
157,Graph-Hop,Topic,Reasongraphqa,Topic,COVERS
157,Reasongraphqa,Topic,Evidence Graphs,Topic,INCLUDES
157,Bidirectional Graph Retrieval (Bgr),Topic,Evidence Graphs,Topic,AUTHORED
157,Minjun Zhu,Author,Graph-Hop,Topic,AUTHORED
157,Yixuan Weng,Author,Graph-Hop,Topic,AUTHORED
157,Shizhu He,Author,Graph-Hop,Topic,AUTHORED
157,Kang Liu,Author,Graph-Hop,Topic,AUTHORED
157,Jun Zhao,Author,Graph-Hop,Topic,AUTHORED
157,Textual Question Answering (Tqa) Systems,Topic,Complex Questions,Topic,RELATED_TO
157,Reasoning Diversity,Topic,Reasongraphqa,Topic,RELATED_TO
158,Worse Than Zero-Shot? A Fact-Checking Dataset For Evaluating The Robustness Of Rag Against Misleading Retrievals,Paper,Raguard,Topic,INCLUDES
158,Raguard,Topic,Retrieval-Augmented Generation (Rag),Topic,RELATED_TO
158,Retrieval-Augmented Generation (Rag),Topic,Large Language Models (Llms),Topic,RELATED_TO
159,From Rag To Memory: Non-Parametric Continual Learning For Large Language Models,Paper,Hipporag 2,Topic,COVERS
159,From Rag To Memory: Non-Parametric Continual Learning For Large Language Models,Paper,Retrieval-Augmented Generation (Rag),Topic,RELATED_TO
159,Hipporag 2,Topic,Personalized Pagerank Algorithm,Topic,INCLUDES
160,Streamingrag,Topic,Multi-Modal Large Language Models,Topic,RELATED_TO
160,Streamingrag,Topic,Retrieval-Augmented Generation,Topic,RELATED_TO
160,Streamingrag,Topic,Healthcare,Topic,RELATED_TO
160,Streamingrag,Topic,Intelligent Transportation,Topic,RELATED_TO
160,Streamingrag,Topic,Satellite Remote Sensing,Topic,RELATED_TO
160,Streamingrag,Topic,Real-Time Analysis,Topic,RELATED_TO
160,Streamingrag,Topic,Knowledge Graph,Topic,RELATED_TO
160,Streamingrag,Topic,Scene-Object-Entity Relationships,Topic,RELATED_TO
160,Streamingrag,Topic,Temporal Knowledge Graph,Topic,RELATED_TO
160,Murugan Sankaradas,Author,Streamingrag,Topic,AUTHORED
160,Ravi K Rajendran,Author,Streamingrag,Topic,AUTHORED
160,Srimat T Chakradhar,Author,Streamingrag,Topic,AUTHORED
161,Zep,Topic,Memgpt,Topic,RELATED_TO
161,Zep,Topic,Deep Memory Retrieval (Dmr),Topic,RELATED_TO
161,Zep,Topic,Graphiti,Topic,INCLUDES
161,Zep,Topic,Preston Rasmussen,Author,AUTHORED
161,Zep,Topic,Pavlo Paliychuk,Author,AUTHORED
161,Zep,Topic,Travis Beauvais,Author,AUTHORED
161,Zep,Topic,Jack Ryan,Author,AUTHORED
161,Zep,Topic,Daniel Chalef,Author,AUTHORED
162,Meta Kdd Cup 24,Topic,Db3 Team,Author,AUTHORED
162,Meta Kdd Cup 24,Topic,Rag System,Topic,COVERS
162,Meta Kdd Cup 24,Topic,Crag Challenge,Topic,COVERS
162,Crag Challenge,Topic,Task #1,Topic,INCLUDES
162,Crag Challenge,Topic,Task #2,Topic,INCLUDES
162,Crag Challenge,Topic,Task #3,Topic,INCLUDES
162,Task #1,Topic,Rag System,Topic,RELATED_TO
162,Task #2,Topic,Rag System,Topic,RELATED_TO
162,Task #3,Topic,Rag System,Topic,RELATED_TO
162,Yikuan Xia,Author,Meta Kdd Cup 24,Topic,AUTHORED
162,Jiazun Chen,Author,Meta Kdd Cup 24,Topic,AUTHORED
162,Jun Gao,Author,Meta Kdd Cup 24,Topic,AUTHORED
163,Graph Of Records,Topic,Retrieval-Augmented Generation,Topic,RELATED_TO
163,Graph Of Records,Topic,Large Language Models,Topic,RELATED_TO
163,Graph Of Records,Topic,Bertscore,Topic,RELATED_TO
163,Graph Of Records,Topic,Wcep Dataset,Topic,RELATED_TO
163,Haozhen Zhang,Author,Graph Of Records,Topic,AUTHORED
163,Tao Feng,Author,Graph Of Records,Topic,AUTHORED
163,Jiaxuan You,Author,Graph Of Records,Topic,AUTHORED
164,Graph Chain-Of-Thought: Augmenting Large Language Models By Reasoning On Graphs,Paper,Grbench,Topic,INCLUDES
164,Graph Chain-Of-Thought: Augmenting Large Language Models By Reasoning On Graphs,Paper,Large Language Models,Topic,RELATED_TO
165,Rag-Star,Topic,Llama-3.1-8B-Instruct,Topic,RELATED_TO
165,Rag-Star,Topic,Gpt-4O,Topic,RELATED_TO
165,Rag-Star,Topic,Jinhao Jiang,Author,AUTHORED
165,Rag-Star,Topic,Jiayi Chen,Author,AUTHORED
165,Rag-Star,Topic,Junyi Li,Author,AUTHORED
165,Rag-Star,Topic,Ruiyang Ren,Author,AUTHORED
165,Rag-Star,Topic,Shijie Wang,Author,AUTHORED
165,Rag-Star,Topic,Wayne Xin Zhao,Author,AUTHORED
165,Rag-Star,Topic,Yang Song,Author,AUTHORED
165,Rag-Star,Topic,Tao Zhang,Author,AUTHORED
166,"Graph-Based Re-Ranking: Emerging Techniques, Limitations, And Opportunities",Paper,Knowledge Graphs,Topic,COVERS
166,"Graph-Based Re-Ranking: Emerging Techniques, Limitations, And Opportunities",Paper,Retrieval Augmented Generation,Topic,COVERS
166,"Graph-Based Re-Ranking: Emerging Techniques, Limitations, And Opportunities",Paper,Graph Neural Networks,Topic,COVERS
166,"Graph-Based Re-Ranking: Emerging Techniques, Limitations, And Opportunities",Paper,Md Shahir Zaoad,Author,AUTHORED
166,"Graph-Based Re-Ranking: Emerging Techniques, Limitations, And Opportunities",Paper,Niamat Zawad,Author,AUTHORED
166,"Graph-Based Re-Ranking: Emerging Techniques, Limitations, And Opportunities",Paper,Priyanka Ranade,Author,AUTHORED
166,"Graph-Based Re-Ranking: Emerging Techniques, Limitations, And Opportunities",Paper,Richard Krogman,Author,AUTHORED
166,"Graph-Based Re-Ranking: Emerging Techniques, Limitations, And Opportunities",Paper,Latifur Khan,Author,AUTHORED
166,"Graph-Based Re-Ranking: Emerging Techniques, Limitations, And Opportunities",Paper,James Holt,Author,AUTHORED
167,Agentic Generative Ai,Topic,Large Language Models,Topic,RELATED_TO
167,Agentic Generative Ai,Topic,Retrieval-Augmented Generation,Topic,RELATED_TO
167,Agentic Generative Ai,Topic,Knowledge Graphs,Topic,RELATED_TO
167,Agentic Generative Ai,Topic,Vector Stores,Topic,RELATED_TO
167,Agentic Generative Ai,Topic,Legal Systems,Topic,RELATED_TO
167,Agentic Generative Ai,Topic,Research,Topic,RELATED_TO
167,Agentic Generative Ai,Topic,Recommender Systems,Topic,RELATED_TO
167,Agentic Generative Ai,Topic,Cybersecurity,Topic,RELATED_TO
167,Agentic Generative Ai,Topic,Global Security,Topic,RELATED_TO
167,Agentic Generative Ai,Topic,Proliferation Research,Topic,RELATED_TO
167,Legal Domain,Topic,Complex Data,Topic,RELATED_TO
167,Legal Domain,Topic,Legal Documents,Topic,RELATED_TO
167,Generative Ai System,Topic,Retrieval-Augmented Generation,Topic,INCLUDES
167,Generative Ai System,Topic,Vector Stores,Topic,INCLUDES
167,Generative Ai System,Topic,Knowledge Graphs,Topic,INCLUDES
167,Generative Ai System,Topic,Non-Negative Matrix Factorization,Topic,INCLUDES
167,Ai Agents,Topic,Legal Domain,Topic,RELATED_TO
167,Legal Texts,Topic,Justia,Topic,RELATED_TO
167,Ryan C Barron,Author,Generative Ai System,Topic,AUTHORED
167,Maksim E Eren,Author,Generative Ai System,Topic,AUTHORED
167,Olga M Serafimova,Author,Generative Ai System,Topic,AUTHORED
167,Cynthia Matuszek,Author,Generative Ai System,Topic,AUTHORED
167,Boian S Alexandrov,Author,Generative Ai System,Topic,AUTHORED
168,A Multi-Source Retrieval Question Answering Framework Based On Rag,Paper,Retrieval-Augmented Generation,Topic,COVERS
168,A Multi-Source Retrieval Question Answering Framework Based On Rag,Paper,Gpt-3.5,Topic,COVERS
168,A Multi-Source Retrieval Question Answering Framework Based On Rag,Paper,Msrag,Topic,COVERS
168,A Multi-Source Retrieval Question Answering Framework Based On Rag,Paper,Qa Systems,Topic,COVERS
169,Sketch,Topic,Retrieval-Augmented Generation,Topic,COVERS
169,Sketch,Topic,Aakash Mahalingam,Author,AUTHORED
169,Sketch,Topic,Vinesh Kumar Gande,Author,AUTHORED
169,Sketch,Topic,Aman Chadha,Author,AUTHORED
169,Sketch,Topic,Vinija Jain,Author,AUTHORED
169,Sketch,Topic,Divya Chaudhary,Author,AUTHORED
169,Sketch,Topic,Quality,Topic,RELATED_TO
169,Sketch,Topic,Qasper,Topic,RELATED_TO
169,Sketch,Topic,Narrativeqa,Topic,RELATED_TO
169,Sketch,Topic,Italian Cuisine,Topic,RELATED_TO
169,Sketch,Topic,Ragas Metrics,Topic,INCLUDES
170,Driving-Rag,Paper,Driving Scenario Data,Topic,COVERS
170,Driving-Rag,Paper,Rag Systems,Topic,COVERS
170,Driving-Rag,Paper,Llms,Topic,COVERS
170,Driving-Rag,Paper,Scenario Data Search,Topic,COVERS
170,Driving-Rag,Paper,Embedding Model,Topic,COVERS
170,Driving-Rag,Paper,Scenario Vector Search,Topic,COVERS
170,Driving-Rag,Paper,Graph Knowledge,Topic,COVERS
170,Driving-Rag,Paper,Trajectory Planning Task,Topic,COVERS
171,Retrieval-Augmented Generation,Topic,Mog,Topic,RELATED_TO
171,Mog,Topic,Mog-Graph,Topic,RELATED_TO
171,Mog,Topic,Router,Topic,INCLUDES
171,Router,Topic,Loss Function,Topic,INCLUDES
171,Mog-Graph,Topic,Graphs,Topic,INCLUDES
171,Mog,Topic,Rag System,Topic,RELATED_TO
171,Experiments,Topic,Mog,Topic,COVERS
171,Experiments,Topic,Mog-Graph,Topic,COVERS
171,Code,Topic,Mog,Topic,AUTHORED
171,Code,Topic,Mog-Graph,Topic,AUTHORED
171,Knowledge Source,Topic,Information,Topic,RELATED_TO
172,Retrieval-Augmented Generation With Knowledge Graphs For Customer Service Question Answering,Paper,Linkedin,Topic,RELATED_TO
173,Graphaide,Topic,Knowledge Graph,Topic,COVERS
173,Graphaide,Topic,Large Language Models,Topic,COVERS
173,Graphaide,Topic,Digital Assistants,Topic,COVERS
173,Graphaide,Topic,Data Extraction,Topic,COVERS
173,Graphaide,Topic,Named Entity Recognition,Topic,COVERS
173,Graphaide,Topic,Data Modeling,Topic,COVERS
173,Graphaide,Topic,Query Interfaces,Topic,COVERS
173,Graphaide,Topic,Explainability,Topic,COVERS
173,Graphaide,Topic,Retrieval Augmented Generation,Topic,COVERS
173,Graphaide,Topic,Semantic Web,Topic,COVERS
173,Sumit Purohit,Author,Graphaide,Topic,AUTHORED
173,George Chin,Author,Graphaide,Topic,AUTHORED
173,Patrick S Mackey,Author,Graphaide,Topic,AUTHORED
173,Joseph A Cottam,Author,Graphaide,Topic,AUTHORED
174,"Retrieving, Rethinking And Revising: The Chain-Of-Verification Can Improve Retrieval Augmented Generation",Paper,Large Language Models,Topic,COVERS
174,"Retrieving, Rethinking And Revising: The Chain-Of-Verification Can Improve Retrieval Augmented Generation",Paper,Chain-Of-Verification,Topic,COVERS
174,"Retrieving, Rethinking And Revising: The Chain-Of-Verification Can Improve Retrieval Augmented Generation",Paper,Retrieval Augmented Generation,Topic,COVERS
174,"Retrieving, Rethinking And Revising: The Chain-Of-Verification Can Improve Retrieval Augmented Generation",Paper,External Retrieval,Topic,COVERS
174,"Retrieving, Rethinking And Revising: The Chain-Of-Verification Can Improve Retrieval Augmented Generation",Paper,Internal Generation,Topic,COVERS
174,"Retrieving, Rethinking And Revising: The Chain-Of-Verification Can Improve Retrieval Augmented Generation",Paper,Chain-Of-Thought Reasoning,Topic,COVERS
174,"Retrieving, Rethinking And Revising: The Chain-Of-Verification Can Improve Retrieval Augmented Generation",Paper,Cov-Rag,Topic,COVERS
174,"Retrieving, Rethinking And Revising: The Chain-Of-Verification Can Improve Retrieval Augmented Generation",Paper,Experiments,Topic,COVERS
174,"Retrieving, Rethinking And Revising: The Chain-Of-Verification Can Improve Retrieval Augmented Generation",Paper,State-Of-The-Art Baselines,Topic,COVERS
175,How Much Can Rag Help The Reasoning Of Llm?,Paper,Retrieval-Augmented Generation,Topic,COVERS
175,How Much Can Rag Help The Reasoning Of Llm?,Paper,Large Language Models,Topic,COVERS
175,How Much Can Rag Help The Reasoning Of Llm?,Paper,Jingyu Liu,Author,AUTHORED
175,How Much Can Rag Help The Reasoning Of Llm?,Paper,Jiaen Lin,Author,AUTHORED
175,How Much Can Rag Help The Reasoning Of Llm?,Paper,Yong Liu,Author,AUTHORED
176,Tc-Rag,Topic,Xinke Jiang,Author,AUTHORED
176,Tc-Rag,Topic,Yue Fang,Author,AUTHORED
176,Tc-Rag,Topic,Rihong Qiu,Author,AUTHORED
176,Tc-Rag,Topic,Haoyu Zhang,Author,AUTHORED
176,Tc-Rag,Topic,Yongxin Xu,Author,AUTHORED
176,Tc-Rag,Topic,Hao Chen,Author,AUTHORED
176,Tc-Rag,Topic,Wentao Zhang,Author,AUTHORED
176,Tc-Rag,Topic,Ruizhe Zhang,Author,AUTHORED
176,Tc-Rag,Topic,Yuchen Fang,Author,AUTHORED
176,Tc-Rag,Topic,Xu Chu,Author,AUTHORED
176,Tc-Rag,Topic,Junfeng Zhao,Author,AUTHORED
176,Tc-Rag,Topic,Yasha Wang,Author,AUTHORED
177,Instructrag,Topic,Large Language Models,Topic,COVERS
177,Instructrag,Topic,Thought-Action-Observation Process,Topic,COVERS
177,Instructrag,Topic,Retrieval-Augmented Generation,Topic,COVERS
177,Instructrag,Topic,Enlargability,Topic,COVERS
177,Instructrag,Topic,Transferability,Topic,COVERS
177,Instructrag,Topic,Multi-Agent Meta-Reinforcement Learning Framework,Topic,COVERS
177,Instructrag,Topic,Rl-Agent,Topic,COVERS
177,Instructrag,Topic,Ml-Agent,Topic,COVERS
177,Instructrag,Topic,Zheng Wang,Author,AUTHORED
177,Instructrag,Topic,Shu Xian Teo,Author,AUTHORED
177,Instructrag,Topic,Jun Jie Chew,Author,AUTHORED
177,Instructrag,Topic,Wei Shi,Author,AUTHORED
178,Retrieval-Augmented Generation,Topic,Large Language Models,Topic,RELATED_TO
178,Large Language Models,Topic,Dialectic-Rag,Topic,RELATED_TO
178,Dialectic-Rag,Topic,Argumentative Explanations,Topic,RELATED_TO
178,Dialectic-Rag,Topic,Leonardo Ranaldi,Author,AUTHORED
178,Dialectic-Rag,Topic,Federico Ranaldi,Author,AUTHORED
178,Dialectic-Rag,Topic,Fabio Massimo Zanzotto,Author,AUTHORED
178,Dialectic-Rag,Topic,Barry Haddow,Author,AUTHORED
178,Dialectic-Rag,Topic,Alexandra Birch,Author,AUTHORED
179,Retrieval-Augmented Generation (Rag) System,Topic,Bioinformatics Knowledge Graphs (Kgs),Topic,COVERS
179,Retrieval-Augmented Generation (Rag) System,Topic,Large Language Models (Llms),Topic,COVERS
179,Retrieval-Augmented Generation (Rag) System,Topic,Chat.Expasy.Org,Topic,RELATED_TO
179,Vincent Emonet,Author,Llm-Based Sparql Query Generation From Natural Language Over Federated Knowledge Graphs,Paper,AUTHORED
179,Jerven Bolleman,Author,Llm-Based Sparql Query Generation From Natural Language Over Federated Knowledge Graphs,Paper,AUTHORED
179,Severine Duvaud,Author,Llm-Based Sparql Query Generation From Natural Language Over Federated Knowledge Graphs,Paper,AUTHORED
179,Tarcisio Mendes De Farias,Author,Llm-Based Sparql Query Generation From Natural Language Over Federated Knowledge Graphs,Paper,AUTHORED
179,Ana Claudia Sima,Author,Llm-Based Sparql Query Generation From Natural Language Over Federated Knowledge Graphs,Paper,AUTHORED
180,Cancer Treatments,Topic,National Comprehensive Cancer Network,Topic,RELATED_TO
180,National Comprehensive Cancer Network,Topic,Ai-Driven Methodology,Topic,COVERS
180,Ai-Driven Methodology,Topic,Agentic-Rag,Topic,INCLUDES
180,Ai-Driven Methodology,Topic,Graph-Rag,Topic,INCLUDES
180,Agentic-Rag,Topic,Treatment Recommendations,Topic,COVERS
180,Graph-Rag,Topic,Treatment Recommendations,Topic,COVERS
180,Chat Gpt-4,Topic,Treatment Recommendations,Topic,COVERS
180,Treatment Recommendations,Topic,Nccn Guidelines,Topic,RELATED_TO
180,Breast Cancer Patients,Topic,Treatment Recommendations,Topic,RELATED_TO
180,Abdul M Mohammed,Author,Ai-Driven Methodology,Topic,AUTHORED
180,Iqtidar Mansoor,Author,Ai-Driven Methodology,Topic,AUTHORED
180,Sarah Blythe,Author,Ai-Driven Methodology,Topic,AUTHORED
180,Dennis Trujillo,Author,Ai-Driven Methodology,Topic,AUTHORED
181,Software Requirements Specifications (Srs),Topic,Regulated Environments,Topic,RELATED_TO
181,Regulated Environments,Topic,Finance,Topic,RELATED_TO
181,Regulated Environments,Topic,Aerospace,Topic,RELATED_TO
181,Large Language Models (Llms),Topic,Graph-Rag Framework,Topic,RELATED_TO
181,Graph-Rag Framework,Topic,Chain Of Thought,Topic,RELATED_TO
181,Graph-Rag Framework,Topic,Tree Of Thought,Topic,RELATED_TO
181,Graph-Rag Framework,Topic,Arsalan Masoudifard,Author,AUTHORED
181,Graph-Rag Framework,Topic,Mohammad Mowlavi Sorond,Author,AUTHORED
181,Graph-Rag Framework,Topic,Moein Madadi,Author,AUTHORED
181,Graph-Rag Framework,Topic,Mohammad Sabokrou,Author,AUTHORED
181,Graph-Rag Framework,Topic,Elahe Habibi,Author,AUTHORED
182,Conceptformer,Topic,Retrieval Augmented Generation,Topic,RELATED_TO
182,Conceptformer,Topic,Large Language Models,Topic,RELATED_TO
182,Conceptformer,Topic,Wikidata,Topic,RELATED_TO
182,Conceptformer,Topic,Gpt-2 0.1B,Topic,RELATED_TO
182,Conceptformer,Topic,Joel Barmettler,Author,AUTHORED
182,Conceptformer,Topic,Abraham Bernstein,Author,AUTHORED
182,Conceptformer,Topic,Luca Rossetto,Author,AUTHORED
183,Retrieval Augmented Regeneration (Rag),Topic,Question-Answering Task,Topic,COVERS
183,"Global Database Of Events, Language, And Tone (Gdelt)",Topic,Ontology-Based Framework,Topic,COVERS
183,Online News Articles,Topic,Traditional Vector Store Rag,Topic,COVERS
183,Large Language Model (Llm),Topic,Knowledge Graphs (Kgs),Topic,COVERS
183,Ontology-Based Framework,Topic,Knowledge Graphs (Kgs),Topic,COVERS
183,Question-Answering Task,Topic,Audun Myers,Author,AUTHORED
183,Question-Answering Task,Topic,Max Vargas,Author,AUTHORED
183,Question-Answering Task,Topic,Sinan G Aksoy,Author,AUTHORED
183,Question-Answering Task,Topic,Cliff Joslyn,Author,AUTHORED
183,Question-Answering Task,Topic,Benjamin Wilson,Author,AUTHORED
183,Question-Answering Task,Topic,Tom Grimes,Author,AUTHORED
184,Integrating Structured Knowledge From Knowledge Graphs Into Large Language Models,Topic,Erica Coppolillo,Author,AUTHORED
184,Integrating Structured Knowledge From Knowledge Graphs Into Large Language Models,Topic,Knowledge Graph Embedding Models,Topic,RELATED_TO
184,Integrating Structured Knowledge From Knowledge Graphs Into Large Language Models,Topic,Large Language Models,Topic,RELATED_TO
184,Integrating Structured Knowledge From Knowledge Graphs Into Large Language Models,Topic,Graph-Aware Reasoning,Topic,RELATED_TO
184,Integrating Structured Knowledge From Knowledge Graphs Into Large Language Models,Topic,Synthetic And Real-World Datasets,Topic,RELATED_TO
184,Integrating Structured Knowledge From Knowledge Graphs Into Large Language Models,Topic,Reasoning Performance,Topic,RELATED_TO
184,Integrating Structured Knowledge From Knowledge Graphs Into Large Language Models,Topic,Accuracy And Efficiency,Topic,RELATED_TO
184,Integrating Structured Knowledge From Knowledge Graphs Into Large Language Models,Topic,State-Of-The-Art Llms,Topic,RELATED_TO
185,Ragonite,Paper,Conversational Question Answering,Topic,COVERS
185,Ragonite,Paper,Rdf Knowledge Graphs,Topic,COVERS
185,Ragonite,Paper,Sparql,Topic,COVERS
185,Ragonite,Paper,Sql-Query Results,Topic,COVERS
185,Ragonite,Paper,Text-Search Results,Topic,COVERS
185,Ragonite,Paper,Retrieval Augmented Generation,Topic,COVERS
185,Ragonite,Paper,Bmw Automobiles,Topic,COVERS
186,Sla-Tkgf,Topic,Temporal Knowledge Graph (Tkg) Forecasting,Topic,COVERS
186,Sla-Tkgf,Topic,Retrieval-Augmented Generation (Rag),Topic,INCLUDES
186,Sla-Tkgf,Topic,Small-Scale Language Models,Topic,INCLUDES
186,Sla-Tkgf,Topic,Openai Chatgpt,Topic,RELATED_TO
186,Sla-Tkgf,Topic,Google Gemini,Topic,RELATED_TO
186,Geethan Sannidhi,Author,Sla-Tkgf,Topic,AUTHORED
186,Sagar Srinivas Sakhinana,Author,Sla-Tkgf,Topic,AUTHORED
186,Venkataramana Runkana,Author,Sla-Tkgf,Topic,AUTHORED
187,A Survey On Knowledge-Oriented Retrieval-Augmented Generation,Paper,Retrieval-Augmented Generation,Topic,COVERS
188,Knowledge Graph Question Answering,Topic,Question-Guided Knowledge Graph Re-Scoring,Topic,RELATED_TO
188,Knowledge Graph Question Answering,Topic,Knowformer,Topic,RELATED_TO
188,Question-Guided Knowledge Graph Re-Scoring,Topic,Yu Zhang,Author,AUTHORED
188,Question-Guided Knowledge Graph Re-Scoring,Topic,Kehai Chen,Author,AUTHORED
188,Question-Guided Knowledge Graph Re-Scoring,Topic,Xuefeng Bai,Author,AUTHORED
188,Question-Guided Knowledge Graph Re-Scoring,Topic,Zhao Kang,Author,AUTHORED
188,Question-Guided Knowledge Graph Re-Scoring,Topic,Quanjiang Guo,Author,AUTHORED
188,Question-Guided Knowledge Graph Re-Scoring,Topic,Min Zhang,Author,AUTHORED
189,Open-Rag,Topic,Retrieval-Augmented Generation,Topic,COVERS
189,Open-Rag,Topic,Large Language Models,Topic,RELATED_TO
189,Open-Rag,Topic,Llama2-7B,Topic,AUTHORED
189,Open-Rag,Topic,Chatgpt,Topic,RELATED_TO
189,Open-Rag,Topic,Self-Rag,Topic,RELATED_TO
189,Open-Rag,Topic,Command R+,Topic,RELATED_TO
190,Quasar,Topic,Rag-Based Architecture,Topic,INCLUDES
190,Quasar,Topic,Question Answering,Topic,COVERS
190,Quasar,Topic,Unstructured Text,Topic,COVERS
190,Quasar,Topic,Structured Tables,Topic,COVERS
190,Quasar,Topic,Knowledge Graphs,Topic,COVERS
190,Rag-Based Architecture,Topic,Evidence Retrieval,Topic,INCLUDES
190,Rag-Based Architecture,Topic,Answer Generation,Topic,INCLUDES
190,Answer Generation,Topic,Moderate-Sized Language Model,Topic,AUTHORED
190,Quasar,Topic,Question Understanding,Topic,INCLUDES
190,Quasar,Topic,Re-Ranking,Topic,INCLUDES
190,Quasar,Topic,Filtering,Topic,INCLUDES
190,Quasar,Topic,Answering Quality,Topic,RELATED_TO
190,Quasar,Topic,Computational Cost,Topic,RELATED_TO
190,Quasar,Topic,Energy Consumption,Topic,RELATED_TO
190,Quasar,Topic,Benchmarks,Topic,RELATED_TO
190,Quasar,Topic,Large Gpt Models,Topic,RELATED_TO
190,Philipp Christmann,Author,Quasar,Topic,AUTHORED
190,Gerhard Weikum,Author,Quasar,Topic,AUTHORED
191,Doctorrag,Topic,Medical Rag,Topic,COVERS
191,Doctorrag,Topic,Experiential Knowledge,Topic,COVERS
191,Doctorrag,Topic,Clinical Reasoning,Topic,COVERS
191,Doctorrag,Topic,Hybrid Retrieval Mechanism,Topic,COVERS
191,Doctorrag,Topic,Med-Textgrad Module,Topic,COVERS
191,Doctorrag,Topic,Multilingual Multitask Datasets,Topic,COVERS
191,Doctorrag,Topic,Baseline Rag Models,Topic,RELATED_TO
191,Doctorrag,Topic,Doctor-Like Medical Reasoning Systems,Topic,RELATED_TO
191,Yuxing Lu,Author,Doctorrag,Topic,AUTHORED
191,Gecheng Fu,Author,Doctorrag,Topic,AUTHORED
191,Wei Wu,Author,Doctorrag,Topic,AUTHORED
191,Xukai Zhao,Author,Doctorrag,Topic,AUTHORED
191,Sin Yee Goi,Author,Doctorrag,Topic,AUTHORED
191,Jinzhuo Wang,Author,Doctorrag,Topic,AUTHORED
192,Knowledge Graph-Based Retrieval Augmented Generation,Topic,Spoke,Topic,COVERS
192,Knowledge Graph-Based Retrieval Augmented Generation,Topic,Llama-2-13B,Topic,COVERS
192,Knowledge Graph-Based Retrieval Augmented Generation,Topic,Gpt-3.5-Turbo,Topic,COVERS
192,Knowledge Graph-Based Retrieval Augmented Generation,Topic,Gpt-4,Topic,COVERS
192,Knowledge Graph-Based Retrieval Augmented Generation,Topic,Large Language Models,Topic,RELATED_TO
192,Biomedicine,Topic,Knowledge Graph-Based Retrieval Augmented Generation,Topic,RELATED_TO
192,Karthik Soman,Author,Knowledge Graph-Based Retrieval Augmented Generation,Topic,AUTHORED
192,Peter W Rose,Author,Knowledge Graph-Based Retrieval Augmented Generation,Topic,AUTHORED
192,John H Morris,Author,Knowledge Graph-Based Retrieval Augmented Generation,Topic,AUTHORED
192,Rabia E Akbas,Author,Knowledge Graph-Based Retrieval Augmented Generation,Topic,AUTHORED
192,Brett Smith,Author,Knowledge Graph-Based Retrieval Augmented Generation,Topic,AUTHORED
192,Braian Peetoom,Author,Knowledge Graph-Based Retrieval Augmented Generation,Topic,AUTHORED
192,Catalina Villoutareyes,Author,Knowledge Graph-Based Retrieval Augmented Generation,Topic,AUTHORED
192,Gabriel Cerono,Author,Knowledge Graph-Based Retrieval Augmented Generation,Topic,AUTHORED
192,Yongmei Shi,Author,Knowledge Graph-Based Retrieval Augmented Generation,Topic,AUTHORED
192,Angela Rizkjackson,Author,Knowledge Graph-Based Retrieval Augmented Generation,Topic,AUTHORED
192,Sharat Israni,Author,Knowledge Graph-Based Retrieval Augmented Generation,Topic,AUTHORED
192,Charlotte A Nelson,Author,Knowledge Graph-Based Retrieval Augmented Generation,Topic,AUTHORED
192,Sui Huang,Author,Knowledge Graph-Based Retrieval Augmented Generation,Topic,AUTHORED
192,Sergio E Baranzini,Author,Knowledge Graph-Based Retrieval Augmented Generation,Topic,AUTHORED
193,Chain-Of-Thought Poisoning Attacks Against R1-Based Retrieval-Augmented Generation Systems,Paper,Retrieval-Augmented Generation (Rag) Systems,Topic,COVERS
